incident_energy,E1,E2,E3,E4,E5,E6,E7
0.010045073642544625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.010135831333340657,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.010227409023942738,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.010319814123085884,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01041305410644337,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.010507136517231504,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0106020689668199,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.010697859135347236,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.010794514772342586,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.010892043697352367,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.010990453800572952,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.011089753043488986,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.011189949459517486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.011291051154657757,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.011393066308147166,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01149600317312286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.011599870077289447,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.011704675423592721,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01181042769089947,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01191713543468342,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.012024807287717385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.012133451960771677,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.012243078243318797,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.012353695004244531,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.012465311192565448,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.012577935838152872,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.012691578052463433,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01280624702927617,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.012921952045436332,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.013038702461605883,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.013156507723020783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.013275377360255126,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.013395320989992165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.013516348315802326,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.013638469128928224,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.013761693309076789,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.013886030825218543,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014011491736394115,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014138086192528005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014265824435249746,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014394716798722442,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014524773710478838,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014656005692264891,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014788423360891012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01492203742909097,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.015056858706388565,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.015192898099972126,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.015330166615576915,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.015468675358375513,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.015608435533876228,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01574945844882964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01589175551214333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.016035338235804865,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.016180218235813136,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.016326407233118116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01647391705456907,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.016622759633871387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01677294701255202,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.016924491340933646,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.017077404879117672,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.017231699997976052,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.017387389180152136,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01754448502107051,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.017703000229955985,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01786294763086179,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.018024340163707055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.018187190885323647,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01835151297051251,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.018517319713109496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01868462452706086,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.018853440947508463,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.019023782631884784,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01919566336101781,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.019369097040245937,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.019544097700542908,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.019720679499652942,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01989885672323612,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.020078643786024097,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02026005523298627,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.020443105740506503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.020627810117570432,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.020814183306963545,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.021002240386480065,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.021191996570142774,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.021383467209433814,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02157666779453667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02177161395558932,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.021968321463948753,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.022166806233466865,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.022367084321777916,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02256917193159761,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.022773085412033933,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02297884125990977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02318645612109756,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02339594679186593,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02360733022023856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02382062350736527,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02403584390890555,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.024253008836424544,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.024472135858801664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02469324270365193,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02491634725876017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.025141467573528142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.025368621860434763,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.025597828496509517,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02582910602481916,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.026062473155967904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.026297948769611095,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.026535551915982617,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02677530181743608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0270172178699999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.027261319644946505,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02750762689037563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.027756159532811978,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0280069376788173,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02825998161661704,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.028515311817741657,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.028772948938682808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.029032913822564486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.029295227500829232,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.029559911194939628,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.029826986318095116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.030096474476964345,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.030368397473433194,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.030642777306368562,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.030919636173398088,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03119899647270598,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03148088080484504,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03176531197456508,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.032052312992657844,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03234190707781861,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03263411765852463,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03292896837493047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03322648308078057,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.033526685845339015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.033829600955336776,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03413525291693652,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03444366645771519,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0347548665286645,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.035068878306209514,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.035385727194245375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03570543882619261,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03602803906707082,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03635355401559122,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03668201000626807,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03701343361154913,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03734785164396541,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03768529115830036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.038025779453778615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03836934407627449,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03871601282054056,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0390658137324562,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03941877511129657,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.039774925512022066,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04013429374758842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04049690889127771,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.040862800279050406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.041231997511918736,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04160453045834138,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.041980429256639855,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.042359724317436814,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04274244632611621,2.502123156124922e-07,0.0,0.0,0.0,0.0,0.0,0.0
0.04312862624530582,9.678344001740847e-07,0.0,0.0,0.0,0.0,0.0,0.0
0.04351829531738218,3.4419889124385943e-06,0.0,0.0,0.0,0.0,0.0,0.0
0.04391148506699809,7.99708701954915e-06,0.0,0.0,0.0,0.0,0.0,0.0
0.044308227303632965,2.6745319354423425e-05,0.0,0.0,0.0,0.0,0.0,0.0
0.044708554124166335,5.841547346188556e-05,0.0,0.0,0.0,0.0,0.0,0.0
0.045112497915474455,0.00014056817900010552,0.0,0.0,0.0,0.0,0.0,0.0
0.04552009135705047,0.00025349606485457915,0.0,0.0,0.0,0.0,0.0,0.0
0.04593136742364821,0.0004741859164186825,0.0,0.0,0.0,0.0,0.0,0.0
0.04634635938794987,0.0008054022731750157,0.0,0.0,0.0,0.0,0.0,0.0
0.046765100823257834,0.0012609441015556276,0.0,0.0,0.0,0.0,0.0,0.0
0.04718762560621077,0.0018990213384250112,0.0,0.0,0.0,0.0,0.0,0.0
0.047613967919524325,0.002580009811917928,0.0,0.0,0.0,0.0,0.0,0.0
0.04804416225475647,0.003429392868369323,0.0,0.0,0.0,0.0,0.0,0.0
0.04847824341509797,0.004468754526897012,0.0,0.0,0.0,0.0,0.0,0.0
0.04891624651818798,0.005453234798789487,0.0,0.0,0.0,0.0,0.0,0.0
